,system_a,system_b,p_value
274,Humans_duc_C,Humans_movi_114,9.52E-2
275,Humans_duc_C,Humans_movi_115,3.16E-1
276,Humans_duc_C,Machines_base_Centroid,2.26E-6
277,Humans_duc_C,Machines_base_FreqSum,9.42E-7
278,Humans_duc_C,Machines_base_GreedyKL,7.75E-7
279,Humans_duc_C,Machines_base_LexRank,1.38E-5
280,Humans_duc_C,Machines_base_TsSum,1.44E-5
281,Humans_duc_C,Machines_soa_CLASSY04,2.57E-6
282,Humans_duc_C,Machines_soa_CLASSY11,3.68E-5
283,Humans_duc_C,Machines_soa_DPP,2.22E-6
284,Humans_duc_C,Machines_soa_ICSISumm,4.49E-6
285,Humans_duc_C,Machines_soa_OCCAMS_V,3.23E-4
286,Humans_duc_C,Machines_soa_RegSum,7.75E-7
287,Humans_duc_C,Machines_soa_Submodular,1.56E-4
297,Humans_duc_D,Humans_duc_E,3.80E-1
298,Humans_duc_D,Humans_duc_F,3.46E-2
299,Humans_duc_D,Humans_duc_G,4.32E-4
300,Humans_duc_D,Humans_duc_H,3.22E-2
301,Humans_duc_D,Humans_movi_101,2.59E-1
302,Humans_duc_D,Humans_movi_102,1.13E-1
303,Humans_duc_D,Humans_movi_103,1.53E-1
304,Humans_duc_D,Humans_movi_104,3.13E-1
305,Humans_duc_D,Humans_movi_105,4.96E-1
306,Humans_duc_D,Humans_movi_110,5.00E-1
307,Humans_duc_D,Humans_movi_111,2.73E-1
308,Humans_duc_D,Humans_movi_112,3.16E-1
309,Humans_duc_D,Humans_movi_113,2.48E-1
310,Humans_duc_D,Humans_movi_114,2.85E-1
311,Humans_duc_D,Humans_movi_115,4.03E-1
312,Humans_duc_D,Machines_base_Centroid,9.05E-7
313,Humans_duc_D,Machines_base_FreqSum,3.67E-7
314,Humans_duc_D,Machines_base_GreedyKL,2.50E-7
315,Humans_duc_D,Machines_base_LexRank,4.45E-6
316,Humans_duc_D,Machines_base_TsSum,3.20E-6
317,Humans_duc_D,Machines_soa_CLASSY04,1.08E-6
318,Humans_duc_D,Machines_soa_CLASSY11,9.02E-6
319,Humans_duc_D,Machines_soa_DPP,7.55E-7
320,Humans_duc_D,Machines_soa_ICSISumm,1.10E-6
321,Humans_duc_D,Machines_soa_OCCAMS_V,7.19E-5
