,system_a,system_b,p_value
429,Humans_duc_G,Machines_soa_OCCAMS_V,2.51E-4
430,Humans_duc_G,Machines_soa_RegSum,2.26E-9
431,Humans_duc_G,Machines_soa_Submodular,4.08E-1
445,Humans_duc_H,Humans_movi_101,1.04E-5
446,Humans_duc_H,Humans_movi_102,7.69E-5
447,Humans_duc_H,Humans_movi_103,2.48E-4
448,Humans_duc_H,Humans_movi_104,1.18E-4
449,Humans_duc_H,Humans_movi_105,1.21E-2
450,Humans_duc_H,Humans_movi_110,3.07E-1
451,Humans_duc_H,Humans_movi_111,1.61E-1
452,Humans_duc_H,Humans_movi_112,2.51E-1
453,Humans_duc_H,Humans_movi_113,3.53E-3
454,Humans_duc_H,Humans_movi_114,1.02E-4
455,Humans_duc_H,Humans_movi_115,7.96E-5
456,Humans_duc_H,Machines_base_Centroid,6.93E-10
457,Humans_duc_H,Machines_base_FreqSum,7.29E-10
458,Humans_duc_H,Machines_base_GreedyKL,6.90E-10
459,Humans_duc_H,Machines_base_LexRank,9.90E-10
460,Humans_duc_H,Machines_base_TsSum,6.70E-10
461,Humans_duc_H,Machines_soa_CLASSY04,8.42E-3
462,Humans_duc_H,Machines_soa_CLASSY11,1.63E-6
463,Humans_duc_H,Machines_soa_DPP,2.48E-1
464,Humans_duc_H,Machines_soa_ICSISumm,1.08E-5
465,Humans_duc_H,Machines_soa_OCCAMS_V,3.47E-4
466,Humans_duc_H,Machines_soa_RegSum,7.26E-10
467,Humans_duc_H,Machines_soa_Submodular,3.82E-1
482,Humans_movi_101,Humans_movi_102,1.99E-1
483,Humans_movi_101,Humans_movi_103,2.10E-1
484,Humans_movi_101,Humans_movi_104,1.24E-1
485,Humans_movi_101,Humans_movi_105,1.30E-2
486,Humans_movi_101,Humans_movi_110,1.13E-5
487,Humans_movi_101,Humans_movi_111,6.51E-7
488,Humans_movi_101,Humans_movi_112,1.33E-6
489,Humans_movi_101,Humans_movi_113,1.85E-8
490,Humans_movi_101,Humans_movi_114,8.94E-9
