,system_a,system_b,p_value
611,Humans_movi_104,Machines_soa_Submodular,5.35E-2
630,Humans_movi_105,Humans_movi_110,4.77E-1
631,Humans_movi_105,Humans_movi_111,2.54E-1
632,Humans_movi_105,Humans_movi_112,2.52E-2
633,Humans_movi_105,Humans_movi_113,3.89E-1
634,Humans_movi_105,Humans_movi_114,8.47E-2
635,Humans_movi_105,Humans_movi_115,4.77E-1
636,Humans_movi_105,Machines_base_Centroid,1.21E-5
637,Humans_movi_105,Machines_base_FreqSum,1.90E-1
638,Humans_movi_105,Machines_base_GreedyKL,2.22E-5
639,Humans_movi_105,Machines_base_LexRank,2.58E-2
640,Humans_movi_105,Machines_base_TsSum,1.90E-2
641,Humans_movi_105,Machines_soa_CLASSY04,4.15E-6
642,Humans_movi_105,Machines_soa_CLASSY11,4.44E-4
643,Humans_movi_105,Machines_soa_DPP,4.56E-2
644,Humans_movi_105,Machines_soa_ICSISumm,1.43E-3
645,Humans_movi_105,Machines_soa_OCCAMS_V,3.66E-1
646,Humans_movi_105,Machines_soa_RegSum,4.68E-4
647,Humans_movi_105,Machines_soa_Submodular,5.42E-2
667,Humans_movi_110,Humans_movi_111,2.80E-1
668,Humans_movi_110,Humans_movi_112,2.91E-2
669,Humans_movi_110,Humans_movi_113,4.54E-1
670,Humans_movi_110,Humans_movi_114,8.54E-2
